,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mean Response,,,,,,,,,,,,,,Number of Students Responding to the Question,,,,,,,,,,,,,,,,
,,,,,,,Instructor Evaluation,,,,,,,,,Course Evaluation,,,,,Instructor Evaluation,,,,,,,,,Course Evaluation,,,,,,,
TERM,COURSE,CRN,INSTRUCTOR NAME,SECTION ENROLLMENT,XLIST GROUP,XLIST ENROLLMENT,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17
PLEASE NOTE: The order of the questions on this Summary Sheet differs slightly from the order of questions on ESTHER (ESTHER additionally displays Course Evaluations as separate from Instructor Evaluations).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PLEASE NOTE: COURSES WITH MULTIPLE INSTRUCTORS HAVE MULTIPLE ROWS, ONE ROW PER INSTRUCTOR.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PLEASE NOTE RE CROSS-LISTED COURSES: If a course is cross-listed, evaluation results have been combined and the combined total will appear under each course listing, and under each instructor's name.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spring 09,ANTH 200 001,21107,"Lanz, Linda A.",12,G1,44,1.70,2.10,1.80,2.28,2.00,2.38,2.25,2.10,2.00,1.90,1.92,2.30,2.08,2.45,40,40,40,40,40,40,40,40,40,40,39,40,37,40,40,33,17
Spring 09,ANTH 200 002,23212,"Morrison, Michelle E.",12,A6,40,1.47,2.00,1.31,1.56,1.75,2.17,2.08,1.83,1.61,1.69,1.75,2.19,2.06,2.81,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,29,11
Spring 09,ANTH 210 001,23211,"McIntosh, Susan K.",17,,,1.67,1.73,1.43,1.53,1.47,1.43,1.47,1.53,1.47,1.81,1.75,1.63,1.69,3.50,15,15,14,15,15,14,15,15,15,16,16,16,16,16,16,14,5
Spring 09,ANTH 210 001,23211,"Ninetto, Amy",17,,,1.38,1.38,1.50,1.38,1.50,1.56,1.44,1.44,1.44,1.81,1.75,1.63,1.69,3.50,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,5
Spring 09,ANTH 304 001,23454,"Sanyal, Romola",14,E3,22,1.95,2.58,2.21,2.00,2.26,2.26,2.00,2.18,1.74,2.11,2.67,1.89,2.22,3.53,19,19,19,19,19,19,19,17,19,19,18,19,18,19,19,14,9
Spring 09,ANTH 319 001,23206,"Ninetto, Amy",18,,,2.00,1.81,1.50,1.56,1.69,1.73,1.75,1.53,1.50,2.06,1.94,2.13,1.88,2.88,16,16,16,16,16,15,16,15,16,16,16,16,16,16,16,13,6
Spring 09,ANTH 323 001,21110,"Crosswhite, Katherine M.",0,G3,14,1.69,2.15,1.62,2.00,1.69,2.38,2.38,1.92,1.62,2.23,1.69,1.92,2.15,2.31,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,1
