,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mean Response,,,,,,,,,,,,,,Number of Students Responding to the Question,,,,,,,,,,,,,,,,
,,,,,,,Instructor Evaluation,,,,,,,,,Course Evaluation,,,,,Instructor Evaluation,,,,,,,,,Course Evaluation,,,,,,,
TERM,COURSE,CRN,INSTRUCTOR NAME,SECTION ENROLLMENT,XLIST GROUP,XLIST ENROLLMENT,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17
PLEASE NOTE: The order of the questions on this Summary Sheet differs slightly from the order of questions on ESTHER (ESTHER additionally displays Course Evaluations as separate from Instructor Evaluations).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PLEASE NOTE: COURSES WITH MULTIPLE INSTRUCTORS HAVE MULTIPLE ROWS, ONE ROW PER INSTRUCTOR.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PLEASE NOTE RE CROSS-LISTED COURSES: If a course is cross-listed, evaluation results have been combined and the combined total will appear under each course listing, and under each instructor's name.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spring 10,ANTH 200 001,21107,"Pantos, Andrew J.",7,G1,45,1.41,1.55,1.29,1.44,1.44,1.71,1.65,1.49,1.46,1.56,1.71,2.18,1.73,2.41,41,40,41,41,41,41,40,41,41,41,41,39,41,41,41,35,17
Spring 10,ANTH 200 002,23212,"Englebretson, Robert E.",18,A6,67,1.51,1.75,1.36,1.62,1.78,1.90,1.81,1.75,1.40,1.81,1.83,1.98,1.94,2.66,63,63,59,63,63,63,63,63,63,64,64,64,64,62,63,55,28
Spring 10,ANTH 201 001,24068,"Howe, Alyssa C.",45,,,1.88,1.90,1.55,2.02,1.83,2.22,2.15,2.08,1.68,2.10,2.34,2.51,2.20,2.71,41,41,40,41,41,41,41,40,41,41,41,41,40,41,41,36,18
Spring 10,ANTH 209 001,24681,"Dutta, Indranil",4,K7,9,1.44,1.89,1.56,1.56,1.67,1.67,1.78,1.56,1.56,1.78,1.78,2.00,1.78,2.89,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,3
Spring 10,ANTH 212 001,23455,"Lewis, Steven W.",14,L2,34,1.88,2.38,1.59,1.71,1.88,2.12,2.26,2.12,1.62,1.97,2.26,2.26,2.21,3.18,34,34,32,34,34,34,34,33,34,34,34,34,33,34,33,28,18
Spring 10,ANTH 212 001,23455,"Vann, Elizabeth F.",14,L2,34,1.82,1.94,1.59,1.88,2.03,2.18,2.21,2.03,1.85,1.97,2.26,2.26,2.21,3.18,33,33,32,33,33,33,33,33,33,34,34,34,33,34,33,28,18
Spring 10,ANTH 212 001,23455,"Shehabuddin, Rahnuma",14,L2,34,1.78,2.00,1.58,1.78,1.84,2.16,2.13,1.97,1.61,1.97,2.26,2.26,2.21,3.18,32,31,31,32,32,32,32,32,31,34,34,34,33,34,33,28,18
