,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mean Response,,,,,,,,,,,,,,Number of Students Responding to the Question,,,,,,,,,,,,,,,,
,,,,,,,Instructor Evaluation,,,,,,,,,Course Evaluation,,,,,Instructor Evaluation,,,,,,,,,Course Evaluation,,,,,,,
TERM,COURSE,CRN,INSTRUCTOR NAME,SECTION ENROLLMENT,XLIST GROUP,XLIST ENROLLMENT,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17
PLEASE NOTE: The order of the questions on this Summary Sheet differs slightly from the order of questions on ESTHER (ESTHER additionally displays Course Evaluations as separate from Instructor Evaluations),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PLEASE NOTE: COURSES WITH MULTIPLE INSTRUCTORS HAVE MULTIPLE ROWS, ONE ROW PER INSTRUCTOR.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PLEASE NOTE RE CROSS-LISTED COURSES:  If a course is cross-listed, evaluation results have been combined and the combined total will appear under each course listing, and under each instructor's name.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fall 08,ANTH 200 001,10838,"Achard, Michel J.",23,A1,95,1.32,1.46,1.20,1.42,1.42,1.74,1.64,1.43,1.41,1.57,1.78,2.09,1.71,2.67,69,68,69,69,69,69,69,69,69,70,69,68,69,69,69,61,22
Fall 08,ANTH 201 001,12711,"Vann, Elizabeth F.",58,,,1.63,1.68,1.39,1.63,1.61,1.61,1.61,1.63,1.51,1.80,1.95,1.98,1.83,2.85,41,40,41,41,41,41,41,41,41,41,41,41,41,41,40,36,19
Fall 08,ANTH 203 001,10840,"McIntosh, Susan K.",26,,,1.82,1.59,1.64,1.27,1.27,1.67,1.64,1.50,1.45,1.86,1.68,2.00,1.55,2.77,22,22,22,22,22,21,22,22,22,22,22,22,22,22,22,20,7
Fall 08,ANTH 205 001,10842,"Fleisher, Jeffrey B.",41,,,1.50,1.63,1.47,1.34,1.44,1.81,1.78,1.53,1.22,1.53,1.81,2.13,1.75,3.00,32,32,32,32,32,32,32,32,32,32,32,31,32,32,32,27,12
Fall 08,ANTH 235 001,12714,"Kulinowski, Kristen M.",20,I7,36,2.00,2.15,2.00,2.22,2.22,2.63,2.67,2.48,2.22,2.59,3.15,3.07,3.15,2.89,27,27,26,27,27,27,27,27,27,27,27,27,27,27,27,19,13
Fall 08,ANTH 235 001,12714,"Mody, Cyrus",20,I7,36,2.12,2.50,1.96,2.27,2.31,2.73,2.69,2.54,2.50,2.59,3.15,3.07,3.15,2.89,26,26,26,26,26,26,26,26,26,27,27,27,27,27,27,19,13
Fall 08,ANTH 300 001,10895,"Englebretson, Robert E.",0,A4,22,1.31,1.56,1.19,1.56,1.44,1.56,1.50,1.44,1.38,1.50,1.31,1.56,1.44,2.88,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,13,9
