,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mean Response,,,,,,,,,,,,,,Number of Students Responding to the Question,,,,,,,,,,,,,,,,
,,,,,,,Instructor Evaluation,,,,,,,,,Course Evaluation,,,,,Instructor Evaluation,,,,,,,,,Course Evaluation,,,,,,,
TERM,COURSE,CRN,INSTRUCTOR NAME,SECTION ENROLLMENT,XLIST GROUP,XLIST ENROLLMENT,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17
PLEASE NOTE: The order of the questions on this Summary Sheet differs slightly from the order of questions on ESTHER (ESTHER additionally displays Course Evaluations as separate from Instructor Evaluations).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PLEASE NOTE: COURSES WITH MULTIPLE INSTRUCTORS HAVE MULTIPLE ROWS, ONE ROW PER INSTRUCTOR.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PLEASE NOTE RE CROSS-LISTED COURSES: If a course is cross-listed, evaluation results have been combined and the combined total will appear under each course listing, and under each instructor's name.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spring 07,ANTH 200 001,21107,"Englebretson, Robert E.",16,G1,83,1.50,1.74,1.26,1.74,1.62,2.07,1.93,1.63,1.58,1.80,2.01,2.26,2.04,2.92,74,74,72,74,73,74,74,73,74,74,72,74,74,74,74,57,35
Spring 07,ANTH 200 002,21108,"Hilpert, Martin",3,G2,19,1.53,2.12,1.29,1.59,1.94,2.12,2.12,1.94,1.71,1.61,1.83,2.17,2.06,2.78,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,16,7
Spring 07,ANTH 201 001,21150,"Georges, Eugenia",76,,,1.75,1.76,1.62,1.71,1.71,2.07,1.87,1.81,1.53,1.84,2.15,2.41,1.94,2.59,68,68,68,68,68,68,68,68,68,68,68,68,66,68,68,62,19
Spring 07,ANTH 210 001,21158,"McIntosh, Susan K.",19,,,1.78,2.00,1.50,1.83,1.72,2.00,1.71,1.78,1.56,2.11,2.56,2.06,2.06,3.22,18,18,18,18,18,18,17,18,18,18,18,18,18,18,18,15,3
Spring 07,ANTH 210 001,21158,"Ninetto, Amy",19,,,1.67,1.94,1.53,1.78,1.78,2.11,1.89,1.83,1.67,2.11,2.56,2.06,2.06,3.22,18,18,17,18,18,18,18,18,18,18,18,18,18,18,18,15,3
Spring 07,ANTH 298 001,21109,"Landecker, Hannah L.",22,,,1.20,1.50,1.25,1.30,1.25,1.40,1.45,1.35,1.25,1.50,1.60,1.70,1.75,3.75,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,17,7
Spring 07,ANTH 312 001,21161,"McIntosh, Susan K.",6,,,2.00,2.00,2.20,1.60,1.80,1.80,1.80,1.75,1.00,2.60,2.20,1.60,2.20,3.60,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,2
Spring 07,ANTH 312 001,21161,"Richard, Francois G.",6,,,1.60,2.20,1.80,1.40,1.60,2.00,1.80,1.80,1.20,2.60,2.20,1.60,2.20,3.60,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2
