,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Mean Response,,,,,,,,,,,,,,Number of Students Responding to the Question,,,,,,,,,,,,,,,,
,,,,,,Instructor Evaluation,,,,,,,,,Course Evaluation,,,,,Instructor Evaluation,,,,,,,,,Course Evaluation,,,,,,,
TERM,COURSE,INSTRUCTOR LAST NAME,INSTRUCTOR FIRST NAME,SECTION ENROLLMENT,XLIST GROUP,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17
"PLEASE NOTE: COURSES WITH MULTIPLE INSTRUCTORS HAVE MULTIPLE ROWS, ONE ROW PER INSTRUCTOR.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLEASE NOTE RE CROSS-LISTED COURSES:  Evaluation results below are presented based on actual enrollments and are for the courses that the evaluating student registered in. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"If a course is cross-listed and part of a X-List group, to view TOTAL evaluations one should review the results for each course and instructor in that X-List group.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spring 06,ARCH 502 001,Felder,Dallas ,11,,1.25,1.25,2.25,1.25,1.50,1.25,1.50,1.25,1.25,1.25,1.00,1.00,1.00,4.50,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3
Spring 06,ARCH 502 001,Oliver,Douglas E,11,,1.20,1.20,1.20,1.20,1.25,1.00,1.20,1.00,1.00,1.25,1.00,1.00,1.00,4.50,5,5,5,5,4,5,5,5,5,4,4,4,4,4,4,3,3
Spring 06,ARCH 504 001,Hight,Charles Christopher C,16,,1.50,2.13,1.63,2.25,2.50,2.75,1.75,2.25,1.75,2.25,2.13,1.75,1.88,3.75,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3
Spring 06,ARCH 514 001,Oberholzer,Mark Andrew,9,Q0,1.25,1.25,1.00,1.75,1.25,1.50,2.00,1.25,1.25,1.50,2.00,1.75,1.50,3.00,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2
Spring 06,ARCH 515 001,Oberholzer,Mark Andrew,9,Q1,1.60,2.00,1.80,1.80,1.40,2.40,2.60,2.00,1.60,2.00,2.40,2.20,2.80,3.00,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
Spring 06,ARCH 532 001,Satterfield,Blair Harold,10,,1.25,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.25,1.25,1.00,1.25,3.00,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2
Spring 06,ARCH 602 001,Jimenez,Carlos ,9,,1.00,1.33,1.33,1.00,1.33,1.00,1.00,1.00,1.00,1.33,1.33,1.33,1.33,4.00,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
Spring 06,ARCH 602 002,Last,Nana D,12,,2.00,2.00,1.00,2.00,3.00,1.00,2.00,2.00,1.00,3.00,1.00,1.00,2.00,5.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Spring 06,ARCH 602 003,Lee,Clover S,11,,1.25,1.50,1.25,1.50,2.00,1.25,1.50,1.25,1.25,1.20,1.80,1.60,1.60,5.00,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,4,2
Spring 06,ARCH 610 001,Casbarian,John J,9,,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,1.50,1.50,2.00,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,2
Spring 06,ARCH 610 001,Fitzsimons,Juan Kent,9,,1.50,2.00,2.00,2.50,2.50,2.50,2.50,2.50,3.00,2.00,2.00,1.50,1.50,2.00,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2
Spring 06,ARCH 616 001,Bryson,Barbara White,5,P8,1.67,2.67,1.67,1.33,1.67,2.67,2.67,2.67,2.00,2.33,3.00,2.00,2.00,2.67,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
Spring 06,ARCH 620 001,Casbarian,John J,9,,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,1.50,1.50,1.50,3.50,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2
Spring 06,ARCH 620 001,Fitzsimons,Juan Kent,9,,2.00,2.00,2.00,2.00,2.50,2.50,2.50,2.50,2.50,2.00,1.50,1.50,1.50,3.50,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Spring 06,ARCH 623 001,Fleishacker,Alan L,26,S0,1.50,1.56,1.89,1.56,1.67,2.11,2.56,1.78,1.33,2.45,2.91,2.91,2.55,2.00,10,9,9,9,9,9,9,9,9,11,11,11,11,11,11,10,4
Spring 06,ARCH 623 001,Furr,James E,26,S0,2.00,2.00,2.22,2.00,1.56,2.33,2.44,2.22,1.56,2.45,2.91,2.91,2.55,2.00,9,9,9,9,9,9,9,9,9,11,11,11,11,11,11,10,4
Spring 06,ARCH 634 001,Samuels,Danny Marc,6,P3,2.00,2.50,1.00,2.50,1.50,1.50,2.50,1.50,1.50,2.50,1.50,1.00,1.50,3.50,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
Spring 06,ARCH 648 001,Lee,Clover S,6,,2.00,2.00,1.50,1.50,1.00,1.00,1.00,1.50,1.50,2.00,2.00,1.50,2.00,3.00,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Spring 06,ARCH 657 001,Lord,Tom Forrester,3,O6,4.00,5.00,3.00,2.00,4.00,3.00,5.00,3.00,3.00,5.00,4.00,4.00,5.00,2.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Spring 06,ARCH 658 001,Oliver,Douglas E,11,P4,1.50,1.50,1.50,2.00,1.75,1.50,1.25,1.25,1.50,1.50,1.75,2.00,1.50,2.75,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3
Spring 06,ARCH 674 001,Jimenez,Carlos ,10,S9,2.00,1.80,1.80,2.00,1.60,1.60,1.80,2.00,1.60,2.20,2.00,2.80,2.00,2.60,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
Spring 06,ARCH 684 001,Last,Nana D,6,P6,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.50,1.00,4.00,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
Spring 06,ARCH 686 001,Biln,John ,10,T5,1.00,1.00,1.00,1.00,1.25,1.00,1.00,1.00,1.00,1.00,1.25,1.00,1.00,3.50,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2
Spring 06,ARCH 692 001,Kwinter,Sanford N,8,R8,3.00,1.00,3.50,3.50,2.00,1.00,1.50,1.50,1.50,3.00,3.50,3.50,3.00,2.00,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
